"time_est","time","est_hour","weekday_est","movement","count1"
"1485803952572","2017/01/30 19:19:12","19","1","0","1"
"1485803952579","2017/01/30 19:19:12","19","1","0","1"
"1485803953506","2017/01/30 19:19:13","19","1","0","1"
"1485803953513","2017/01/30 19:19:13","19","1","0","1"
"1485804252671","2017/01/30 19:24:12","19","1","0","1"
"1485804252679","2017/01/30 19:24:12","19","1","0","1"
"1485804254004","2017/01/30 19:24:14","19","1","0","1"
"1485804254010","2017/01/30 19:24:14","19","1","0","1"
"1485804552736","2017/01/30 19:29:12","19","1","0","1"
"1485804552742","2017/01/30 19:29:12","19","1","0","1"
"1485804554477","2017/01/30 19:29:14","19","1","0","1"
"1485804554484","2017/01/30 19:29:14","19","1","0","1"
"1485804852749","2017/01/30 19:34:12","19","1","0","1"
"1485804852756","2017/01/30 19:34:12","19","1","0","1"
"1485804854914","2017/01/30 19:34:14","19","1","0","1"
"1485804854920","2017/01/30 19:34:14","19","1","0","1"
"1485805152806","2017/01/30 19:39:12","19","1","0","1"
"1485805152812","2017/01/30 19:39:12","19","1","0","1"
"1485805155366","2017/01/30 19:39:15","19","1","0","1"
"1485805155373","2017/01/30 19:39:15","19","1","0","1"
"1485805452874","2017/01/30 19:44:12","19","1","0","1"
"1485805452879","2017/01/30 19:44:12","19","1","0","1"
"1485805455830","2017/01/30 19:44:15","19","1","0","1"
"1485805455836","2017/01/30 19:44:15","19","1","0","1"
"1485805752919","2017/01/30 19:49:12","19","1","0","1"
"1485805752931","2017/01/30 19:49:12","19","1","0","1"
"1485806057225","2017/01/30 19:54:17","19","1","0","1"
"1485806057232","2017/01/30 19:54:17","19","1","0","1"
"1485806060075","2017/01/30 19:54:20","19","1","0","1"
"1485806060080","2017/01/30 19:54:20","19","1","0","1"
"1485806357289","2017/01/30 19:59:17","19","1","0","1"
"1485806357297","2017/01/30 19:59:17","19","1","0","1"
"1485806360584","2017/01/30 19:59:20","19","1","0","1"
"1485806360590","2017/01/30 19:59:20","19","1","0","1"
"1485806657381","2017/01/30 20:04:17","20","1","0","1"
"1485806657388","2017/01/30 20:04:17","20","1","0","1"
"1485806661098","2017/01/30 20:04:21","20","1","0","1"
"1485806661104","2017/01/30 20:04:21","20","1","0","1"
"1485806957432","2017/01/30 20:09:17","20","1","0","1"
"1485806957438","2017/01/30 20:09:17","20","1","0","1"
"1485806961679","2017/01/30 20:09:21","20","1","0","1"
"1485806961681","2017/01/30 20:09:21","20","1","0","1"
"1485807257498","2017/01/30 20:14:17","20","1","0","1"
"1485807257507","2017/01/30 20:14:17","20","1","0","1"
"1485807262173","2017/01/30 20:14:22","20","1","0","1"
"1485807262177","2017/01/30 20:14:22","20","1","0","1"
"1485807557551","2017/01/30 20:19:17","20","1","0","1"
"1485807557559","2017/01/30 20:19:17","20","1","0","1"
"1485807562692","2017/01/30 20:19:22","20","1","0","1"
"1485807562696","2017/01/30 20:19:22","20","1","0","1"
"1485807857629","2017/01/30 20:24:17","20","1","0","1"
"1485807857636","2017/01/30 20:24:17","20","1","0","1"
"1485807863198","2017/01/30 20:24:23","20","1","0","1"
"1485807863204","2017/01/30 20:24:23","20","1","0","1"
"1485808157682","2017/01/30 20:29:17","20","1","0","1"
"1485808157688","2017/01/30 20:29:17","20","1","0","1"
"1485808163717","2017/01/30 20:29:23","20","1","0","1"
"1485808163721","2017/01/30 20:29:23","20","1","0","1"
"1485808457691","2017/01/30 20:34:17","20","1","0","1"
"1485808457698","2017/01/30 20:34:17","20","1","0","1"
"1485808464170","2017/01/30 20:34:24","20","1","0","1"
"1485808464177","2017/01/30 20:34:24","20","1","0","1"
"1485808757757","2017/01/30 20:39:17","20","1","0","1"
"1485808757763","2017/01/30 20:39:17","20","1","0","1"
"1485808764696","2017/01/30 20:39:24","20","1","0","1"
"1485808764700","2017/01/30 20:39:24","20","1","0","1"
"1485809057841","2017/01/30 20:44:17","20","1","0","1"
"1485809057848","2017/01/30 20:44:17","20","1","0","1"
"1485809065188","2017/01/30 20:44:25","20","1","0","1"
"1485809065194","2017/01/30 20:44:25","20","1","0","1"
"1485809357856","2017/01/30 20:49:17","20","1","0","1"
"1485809357868","2017/01/30 20:49:17","20","1","0","1"
"1485809662235","2017/01/30 20:54:22","20","1","0","1"
"1485809662242","2017/01/30 20:54:22","20","1","0","1"
"1485809665050","2017/01/30 20:54:25","20","1","0","1"
"1485809665056","2017/01/30 20:54:25","20","1","0","1"
"1485809962300","2017/01/30 20:59:22","20","1","0","1"
"1485809962305","2017/01/30 20:59:22","20","1","0","1"
"1485809965550","2017/01/30 20:59:25","20","1","0","1"
"1485809965554","2017/01/30 20:59:25","20","1","0","1"
"1485810262380","2017/01/30 21:04:22","21","1","0","1"
"1485810262387","2017/01/30 21:04:22","21","1","0","1"
"1485810266030","2017/01/30 21:04:26","21","1","0","1"
"1485810266036","2017/01/30 21:04:26","21","1","0","1"
"1485810562420","2017/01/30 21:09:22","21","1","0","1"
"1485810562426","2017/01/30 21:09:22","21","1","0","1"
"1485810566520","2017/01/30 21:09:26","21","1","0","1"
"1485810566527","2017/01/30 21:09:26","21","1","0","1"
"1485810862480","2017/01/30 21:14:22","21","1","0","1"
"1485810862487","2017/01/30 21:14:22","21","1","0","1"
"1485810867018","2017/01/30 21:14:27","21","1","0","1"
"1485810867025","2017/01/30 21:14:27","21","1","0","1"
"1485811162494","2017/01/30 21:19:22","21","1","0","1"
"1485811162498","2017/01/30 21:19:22","21","1","0","1"
"1485811167491","2017/01/30 21:19:27","21","1","0","1"
"1485811167495","2017/01/30 21:19:27","21","1","0","1"
"1485811462602","2017/01/30 21:24:22","21","1","0","1"
"1485811462609","2017/01/30 21:24:22","21","1","0","1"
"1485811468077","2017/01/30 21:24:28","21","1","0","1"
"1485811468082","2017/01/30 21:24:28","21","1","0","1"
"1485811762643","2017/01/30 21:29:22","21","1","0","1"
"1485811762650","2017/01/30 21:29:22","21","1","0","1"
"1485811768586","2017/01/30 21:29:28","21","1","0","1"
"1485811768592","2017/01/30 21:29:28","21","1","0","1"
"1485812062655","2017/01/30 21:34:22","21","1","0","1"
"1485812062661","2017/01/30 21:34:22","21","1","0","1"
"1485812069008","2017/01/30 21:34:29","21","1","0","1"
"1485812069014","2017/01/30 21:34:29","21","1","0","1"
"1485812362715","2017/01/30 21:39:22","21","1","0","1"
"1485812362723","2017/01/30 21:39:22","21","1","0","1"
"1485812369503","2017/01/30 21:39:29","21","1","0","1"
"1485812369510","2017/01/30 21:39:29","21","1","0","1"
"1485812662789","2017/01/30 21:44:22","21","1","0","1"
"1485812662795","2017/01/30 21:44:22","21","1","0","1"
"1485812669967","2017/01/30 21:44:29","21","1","0","1"
"1485812669974","2017/01/30 21:44:29","21","1","0","1"
"1485812962825","2017/01/30 21:49:22","21","1","0","1"
"1485812962832","2017/01/30 21:49:22","21","1","0","1"
"1485813267238","2017/01/30 21:54:27","21","1","0","1"
"1485813267250","2017/01/30 21:54:27","21","1","0","1"
"1485813270111","2017/01/30 21:54:30","21","1","0","1"
"1485813270117","2017/01/30 21:54:30","21","1","0","1"
"1485813567288","2017/01/30 21:59:27","21","1","0","1"
"1485813567296","2017/01/30 21:59:27","21","1","0","1"
"1485813570614","2017/01/30 21:59:30","21","1","0","1"
"1485813570620","2017/01/30 21:59:30","21","1","0","1"
"1485813867357","2017/01/30 22:04:27","22","1","0","1"
"1485813867386","2017/01/30 22:04:27","22","1","0","1"
"1485813871155","2017/01/30 22:04:31","22","1","0","1"
"1485813871158","2017/01/30 22:04:31","22","1","0","1"
"1485814167411","2017/01/30 22:09:27","22","1","0","1"
"1485814167420","2017/01/30 22:09:27","22","1","0","1"
"1485814171641","2017/01/30 22:09:31","22","1","0","1"
"1485814171646","2017/01/30 22:09:31","22","1","0","1"
"1485814467478","2017/01/30 22:14:27","22","1","0","1"
"1485814467484","2017/01/30 22:14:27","22","1","0","1"
"1485814472104","2017/01/30 22:14:32","22","1","0","1"
"1485814472110","2017/01/30 22:14:32","22","1","0","1"
"1485814767544","2017/01/30 22:19:27","22","1","0","1"
"1485814767552","2017/01/30 22:19:27","22","1","0","1"
"1485814772577","2017/01/30 22:19:32","22","1","0","1"
"1485814772583","2017/01/30 22:19:32","22","1","0","1"
"1485815067623","2017/01/30 22:24:27","22","1","0","1"
"1485815067631","2017/01/30 22:24:27","22","1","0","1"
"1485815073031","2017/01/30 22:24:33","22","1","0","1"
"1485815073035","2017/01/30 22:24:33","22","1","0","1"
"1485815367670","2017/01/30 22:29:27","22","1","0","1"
"1485815367677","2017/01/30 22:29:27","22","1","0","1"
"1485815373506","2017/01/30 22:29:33","22","1","0","1"
