id,time,time_est,est_hour,time_hour_est,date_est,day_est,weekday_est,unixtimeformat_time,date,phone_id,latitude,logitude,bearing,speed,altitude,provider,accuracy,movement
12289,1486838048108,1486820048108,13,1:34:08 PM,2017-02-11,11,6,18:34:08.108,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45927,-79.921715,52.734375,8.1800003,282.57541,fused,6,2
12290,1486838056150,1486820056150,13,1:34:16 PM,2017-02-11,11,6,18:34:16.150,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459618,-79.921135,56.601563,4.0599999,282.44864,gps,6.5,1
12291,1486838109126,1486820109126,13,1:35:09 PM,2017-02-11,11,6,18:35:09.126,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459915,-79.920891,332.57813,7.04,285.3403,fused,6,2
12292,1486838155107,1486820155107,13,1:35:55 PM,2017-02-11,11,6,18:35:55.107,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.460419,-79.921883,292.85156,2.0999999,284.19858,fused,6,1
13128,1486910720106,1486892720106,9,9:45:20 AM,2017-02-12,12,7,14:45:20.106,2017-02-12,7d83e987-89ac-414a-a98d-51563cba516b,40.465542,-79.946854,221.13281,2.02,294.30038,fused,7,1
12402,1486848531097,1486830531097,16,4:28:51 PM,2017-02-11,11,6,21:28:51.097,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.461819,-79.966331,183.16406,2.8,240.858,fused,26,1
12377,1486845095355,1486827095355,15,3:31:35 PM,2017-02-11,11,6,20:31:35.355,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.450966,-79.98465,135,.87,267.95145,gps,31,1
12356,1486840801143,1486822801143,14,2:20:01 PM,2017-02-11,11,6,19:20:01.143,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.460247,-79.970909,239.76563,1.3200001,238.20804,gps,4,1
13525,1486946104264,1486928104264,19,7:35:04 PM,2017-02-12,12,7,00:35:04.264,2017-02-13,7d83e987-89ac-414a-a98d-51563cba516b,40.462135,-79.96476,-1,.00031812288,264.93634,fused,109,1
13524,1486946104252,1486928104252,19,7:35:04 PM,2017-02-12,12,7,00:35:04.252,2017-02-13,7d83e987-89ac-414a-a98d-51563cba516b,40.462135,-79.96476,-1,.00031812288,264.93634,gps,109.22947,1
9358,1486597369210,1486579369210,18,6:42:49 PM,2017-02-08,8,3,23:42:49.210,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.462994,-79.956749,257.34375,8.5,281.44327,fused,13,2
9357,1486597369002,1486579369002,18,6:42:49 PM,2017-02-08,8,3,23:42:49.002,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.462994,-79.956749,257.34375,8.5,281.44327,gps,13,2
9346,1486597185095,1486579185095,18,6:39:45 PM,2017-02-08,8,3,23:39:45.095,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.456223,-79.954948,347.69531,9.7799997,303.22141,gps,5.5,2
9345,1486597181103,1486579181103,18,6:39:41 PM,2017-02-08,8,3,23:39:41.103,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.455803,-79.954834,351.21094,13.63,303.3746,fused,5,2
9344,1486597173475,1486579173475,18,6:39:33 PM,2017-02-08,8,3,23:39:33.475,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.454906,-79.954597,349.10156,14.75,305.58322,fused,5,2
9343,1486597165970,1486579165970,18,6:39:25 PM,2017-02-08,8,3,23:39:25.970,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.45401,-79.954178,356.48438,15.3,274.23312,fused,121,2
9342,1486597165967,1486579165967,18,6:39:25 PM,2017-02-08,8,3,23:39:25.967,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.45401,-79.954178,356.48438,15.3,274.23312,gps,121,2
9335,1486597041256,1486579041256,18,6:37:21 PM,2017-02-08,8,3,23:37:21.256,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.447247,-79.952171,344.53125,10.53,286.45071,fused,7,2
9334,1486597019877,1486579019877,18,6:36:59 PM,2017-02-08,8,3,23:36:59.877,2017-02-08,7d83e987-89ac-414a-a98d-51563cba516b,40.446358,-79.951653,63.632813,.88,266.52023,fused,39,1
12288,1486837994234,1486819994234,13,1:33:14 PM,2017-02-11,11,6,18:33:14.234,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459213,-79.92292,80.780212,10.42,279.61118,fused,6,2
12287,1486837985186,1486819985186,13,1:33:05 PM,2017-02-11,11,6,18:33:05.186,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459072,-79.924011,80.030685,10.42,276.53024,gps,6.5,2
12286,1486837984209,1486819984209,13,1:33:04 PM,2017-02-11,11,6,18:33:04.209,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459053,-79.924133,80.030685,9.0200005,276.32809,fused,6,2
12285,1486837979380,1486819979380,13,1:32:59 PM,2017-02-11,11,6,18:32:59.380,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458817,-79.925407,72.488075,11.45,277.10428,fused,7,2
12284,1486837979328,1486819979328,13,1:32:59 PM,2017-02-11,11,6,18:32:59.328,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458786,-79.925537,72.73632,11.42,277.332,fused,7,2
12283,1486837978968,1486819978968,13,1:32:58 PM,2017-02-11,11,6,18:32:58.968,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458748,-79.925705,72.853012,11.39,278.09579,fused,7,2
12282,1486837950405,1486819950405,13,1:32:30 PM,2017-02-11,11,6,18:32:30.405,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45845,-79.926895,71.367188,9.4499998,279.52817,fused,6,2
12281,1486837950392,1486819950392,13,1:32:30 PM,2017-02-11,11,6,18:32:30.392,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45845,-79.926895,71.367188,9.4499998,279.52817,gps,6.5,2
12280,1486837930147,1486819930147,13,1:32:10 PM,2017-02-11,11,6,18:32:10.147,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457996,-79.927948,52.308216,11.66,277.46201,fused,7,2
12279,1486837922246,1486819922246,13,1:32:02 PM,2017-02-11,11,6,18:32:02.246,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457378,-79.928932,50.023087,11.7,274.51712,fused,6,2
12278,1486837917163,1486819917163,13,1:31:57 PM,2017-02-11,11,6,18:31:57.163,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.4571,-79.929359,49.047226,5.71,275.30179,gps,6.5,2
12277,1486837907200,1486819907200,13,1:31:47 PM,2017-02-11,11,6,18:31:47.200,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456768,-79.929871,49.863979,11.4,276.08951,fused,6,2
12276,1486837897255,1486819897255,13,1:31:37 PM,2017-02-11,11,6,18:31:37.255,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456104,-79.930786,335.11923,4.1100001,274.92783,fused,6,1
12275,1486837877251,1486819877251,13,1:31:17 PM,2017-02-11,11,6,18:31:17.251,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45528,-79.93029,335.01007,8.0600004,272.57822,fused,6,2
12274,1486837872200,1486819872200,13,1:31:12 PM,2017-02-11,11,6,18:31:12.200,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.454914,-79.930061,335.01007,7.4000001,273.08316,gps,6.5,2
12273,1486837861138,1486819861138,13,1:31:01 PM,2017-02-11,11,6,18:31:01.138,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.454464,-79.929787,334.97855,8.3299999,275.15408,fused,6,2
12272,1486837845165,1486819845165,13,1:30:45 PM,2017-02-11,11,6,18:30:45.165,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453602,-79.929268,335.39536,10.28,276.77054,fused,6,2
12259,1486835901104,1486817901104,12,12:58:21 PM,2017-02-11,11,6,17:58:21.104,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453278,-79.92749,244.33594,5.1199999,282.56845,fused,6,2
12258,1486835897168,1486817897168,12,12:58:17 PM,2017-02-11,11,6,17:58:17.168,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453365,-79.927269,239.0625,5.8299999,282.74106,gps,6.5,2
12257,1486835881140,1486817881140,12,12:58:01 PM,2017-02-11,11,6,17:58:01.140,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453712,-79.926453,242.92969,6.2199998,283.49716,fused,7,2
12256,1486835859081,1486817859081,12,12:57:39 PM,2017-02-11,11,6,17:57:39.081,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453941,-79.925262,339.60938,9.21,283.06155,fused,7,2
12255,1486835839098,1486817839098,12,12:57:19 PM,2017-02-11,11,6,17:57:19.098,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453537,-79.924179,241.52344,10.56,284.18839,fused,7,2
12254,1486835821112,1486817821112,12,12:57:01 PM,2017-02-11,11,6,17:57:01.112,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.454227,-79.923393,155.39063,8.0200005,282.56143,fused,6,2
12253,1486835796111,1486817796111,12,12:56:36 PM,2017-02-11,11,6,17:56:36.111,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.454895,-79.924194,49.570313,6.4099998,283.47903,fused,6,2
12252,1486835729282,1486817729282,12,12:55:29 PM,2017-02-11,11,6,17:55:29.282,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45512,-79.925339,182.46094,6.5799999,281.36679,fused,7,2
12251,1486835729230,1486817729230,12,12:55:29 PM,2017-02-11,11,6,17:55:29.230,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45512,-79.925339,182.46094,6.5799999,281.36679,gps,7,2
12250,1486835647343,1486817647343,12,12:54:07 PM,2017-02-11,11,6,17:54:07.343,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456059,-79.925255,182.37459,.2,280.98898,fused,7,1
12249,1486835629702,1486817629702,12,12:53:49 PM,2017-02-11,11,6,17:53:49.702,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456959,-79.925201,182.37459,8.1499996,279.92648,fused,6,2
12248,1486835623214,1486817623214,12,12:53:43 PM,2017-02-11,11,6,17:53:43.214,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45739,-79.925179,182.39531,7.27,279.59018,gps,6.5,2
12247,1486835615160,1486817615160,12,12:53:35 PM,2017-02-11,11,6,17:53:35.160,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457928,-79.925148,182.80368,7.6999998,280.3223,fused,6,2
12246,1486835603221,1486817603221,12,12:53:23 PM,2017-02-11,11,6,17:53:23.221,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458897,-79.925087,180,8.3599997,282.13022,fused,6,2
12245,1486835520111,1486817520111,12,12:52:00 PM,2017-02-11,11,6,17:52:00.111,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45966,-79.925812,67.5,11.51,274.20175,fused,6,2
12244,1486835516114,1486817516114,12,12:51:56 PM,2017-02-11,11,6,17:51:56.114,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459522,-79.9263,69.609375,11.22,274.19962,gps,6.5,2
12243,1486835511094,1486817511094,12,12:51:51 PM,2017-02-11,11,6,17:51:51.094,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.459335,-79.926956,69.609375,12.15,273.79123,fused,6,2
12242,1486835500098,1486817500098,12,12:51:40 PM,2017-02-11,11,6,17:51:40.098,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458996,-79.928185,68.799202,11.81,274.35025,fused,6,2
12241,1486835494164,1486817494164,12,12:51:34 PM,2017-02-11,11,6,17:51:34.164,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458733,-79.92907,68.778801,14.04,272.57108,gps,6.5,2
12240,1486835492164,1486817492164,12,12:51:32 PM,2017-02-11,11,6,17:51:32.164,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458641,-79.929375,68.778801,13.65,271.76505,fused,6,2
12239,1486835483126,1486817483126,12,12:51:23 PM,2017-02-11,11,6,17:51:23.126,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.458282,-79.930588,68.778801,12.43,272.18295,fused,6,2
12238,1486835475118,1486817475118,12,12:51:15 PM,2017-02-11,11,6,17:51:15.118,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457939,-79.93174,68.778801,13.49,273.04514,fused,7,2
12237,1486835474124,1486817474124,12,12:51:14 PM,2017-02-11,11,6,17:51:14.124,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457893,-79.931892,68.778801,13.54,273.02731,gps,7,2
12236,1486835466101,1486817466101,12,12:51:06 PM,2017-02-11,11,6,17:51:06.101,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.457584,-79.932953,68.939117,8.2600002,271.86887,fused,7,2
12235,1486835448157,1486817448157,12,12:50:48 PM,2017-02-11,11,6,17:50:48.157,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456982,-79.933884,335.66898,5.4200001,270.81369,fused,7,2
12234,1486835408206,1486817408206,12,12:50:08 PM,2017-02-11,11,6,17:50:08.206,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.456085,-79.933342,336.38092,7.9499998,270.11227,fused,7,2
12233,1486835405268,1486817405268,12,12:50:05 PM,2017-02-11,11,6,17:50:05.268,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.455864,-79.933212,335.7164,9.8800001,271.00632,gps,7,2
12232,1486835397194,1486817397194,12,12:49:57 PM,2017-02-11,11,6,17:49:57.194,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.455212,-79.932831,335.68451,9.5299997,271.67514,fused,7,2
12231,1486835382195,1486817382195,12,12:49:42 PM,2017-02-11,11,6,17:49:42.195,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.454338,-79.932312,335.73251,2.4000001,273.34518,fused,7,1
12230,1486835347128,1486817347128,12,12:49:07 PM,2017-02-11,11,6,17:49:07.128,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453747,-79.931961,335.73074,9.6199999,275.92343,gps,7,2
12229,1486835344156,1486817344156,12,12:49:04 PM,2017-02-11,11,6,17:49:04.156,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.453514,-79.931824,335.73074,9.2600002,276.8873,fused,7,2
12228,1486835333139,1486817333139,12,12:48:53 PM,2017-02-11,11,6,17:48:53.139,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.452656,-79.93132,335.43777,8.9300003,282.88467,fused,6,2
12227,1486835320157,1486817320157,12,12:48:40 PM,2017-02-11,11,6,17:48:40.157,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.451813,-79.930817,335.61478,6.2800002,285.60031,fused,6,2
12226,1486835317310,1486817317310,12,12:48:37 PM,2017-02-11,11,6,17:48:37.310,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.451649,-79.930717,335.61478,4.8000002,285.85983,gps,7,1
12225,1486835266122,1486817266122,12,12:47:46 PM,2017-02-11,11,6,17:47:46.122,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.450985,-79.930328,336.00262,10.8,286.40762,fused,6,2
12224,1486835257111,1486817257111,12,12:47:37 PM,2017-02-11,11,6,17:47:37.111,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.450081,-79.929794,335.26611,10.87,288.39615,fused,7,2
12223,1486835210243,1486817210243,12,12:46:50 PM,2017-02-11,11,6,17:46:50.243,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.4496,-79.929497,334.65085,5.52,295.75961,gps,7,2
12222,1486835204116,1486817204116,12,12:46:44 PM,2017-02-11,11,6,17:46:44.116,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.449215,-79.92926,334.55081,10.03,305.16129,fused,8,2
12221,1486835194100,1486817194100,12,12:46:34 PM,2017-02-11,11,6,17:46:34.100,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.44838,-79.928741,334.55081,9.8599997,314.78305,fused,8,2
12220,1486835181341,1486817181341,12,12:46:21 PM,2017-02-11,11,6,17:46:21.341,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.447559,-79.928223,334.21216,8.3900003,323.11838,fused,6,2
12219,1486835181206,1486817181206,12,12:46:21 PM,2017-02-11,11,6,17:46:21.206,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.447559,-79.928223,334.21216,8.3900003,323.11838,gps,6.5,2
12218,1486835168172,1486817168172,12,12:46:08 PM,2017-02-11,11,6,17:46:08.172,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.446609,-79.92762,334.14041,10.84,323.85678,fused,6,2
12217,1486835148150,1486817148150,12,12:45:48 PM,2017-02-11,11,6,17:45:48.150,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.445805,-79.928215,68.981964,6.2399998,325.63699,fused,7,2
12216,1486835123289,1486817123289,12,12:45:23 PM,2017-02-11,11,6,17:45:23.289,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.445477,-79.929359,69.440552,6.73,311.79111,fused,6,2
12215,1486835123284,1486817123284,12,12:45:23 PM,2017-02-11,11,6,17:45:23.284,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.445477,-79.929359,69.440552,6.73,311.79111,gps,6.5,2
12214,1486835086254,1486817086254,12,12:44:46 PM,2017-02-11,11,6,17:44:46.254,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.445148,-79.930481,66.895638,5.96,308.24655,fused,6,2
12213,1486835075198,1486817075198,12,12:44:35 PM,2017-02-11,11,6,17:44:35.198,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444801,-79.93158,68.467026,7.8899999,313.38193,fused,6,2
12212,1486835069204,1486817069204,12,12:44:29 PM,2017-02-11,11,6,17:44:29.204,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444618,-79.93219,68.468498,9.1400003,315.64774,gps,6.5,2
12211,1486835059237,1486817059237,12,12:44:19 PM,2017-02-11,11,6,17:44:19.237,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444454,-79.932724,68.367973,7.8099999,315.97665,fused,7,2
12210,1486835050216,1486817050216,12,12:44:10 PM,2017-02-11,11,6,17:44:10.216,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444111,-79.933876,68.193756,12.46,319.35629,fused,6,2
12209,1486835042158,1486817042158,12,12:44:02 PM,2017-02-11,11,6,17:44:02.158,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443733,-79.934906,61.43552,12.4,316.41599,gps,6.5,2
12208,1486835041182,1486817041182,12,12:44:01 PM,2017-02-11,11,6,17:44:01.182,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443684,-79.935028,61.43552,11.98,314.65494,fused,6,2
12207,1486835029149,1486817029149,12,12:43:49 PM,2017-02-11,11,6,17:43:49.149,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.44281,-79.935524,337.06213,11.83,308.05569,fused,7,2
12206,1486835020200,1486817020200,12,12:43:40 PM,2017-02-11,11,6,17:43:40.200,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.441975,-79.935066,337.46576,10.45,305.27084,fused,6,2
12205,1486835010250,1486817010250,12,12:43:30 PM,2017-02-11,11,6,17:43:30.250,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.441143,-79.934593,335.17761,7.8000002,306.61716,fused,6,2
12204,1486834993151,1486816993151,12,12:43:13 PM,2017-02-11,11,6,17:43:13.151,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.440582,-79.935524,67.211548,7.3200002,301.34995,fused,7,2
12203,1486834982183,1486816982183,12,12:43:02 PM,2017-02-11,11,6,17:43:02.183,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.441265,-79.936317,144.83415,13.56,298.43735,fused,7,2
12202,1486834974246,1486816974246,12,12:42:54 PM,2017-02-11,11,6,17:42:54.246,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.442036,-79.937027,144.66408,12.18,293.25095,fused,7,2
12201,1486834974242,1486816974242,12,12:42:54 PM,2017-02-11,11,6,17:42:54.242,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.442036,-79.937027,144.66408,12.18,293.25095,gps,7,2
12200,1486834962292,1486816962292,12,12:42:42 PM,2017-02-11,11,6,17:42:42.292,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.44286,-79.93779,144.87094,10.49,296.70468,fused,6,2
12199,1486834953161,1486816953161,12,12:42:33 PM,2017-02-11,11,6,17:42:33.161,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443604,-79.938499,142.51561,10.89,289.25461,fused,7,2
12198,1486834949313,1486816949313,12,12:42:29 PM,2017-02-11,11,6,17:42:29.313,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443886,-79.938843,115.11552,9.46,290.22421,gps,6.5,2
12197,1486834922119,1486816922119,12,12:42:02 PM,2017-02-11,11,6,17:42:02.119,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444054,-79.939583,103.32602,9.6599998,295.04044,fused,6,2
12196,1486834884151,1486816884151,12,12:41:24 PM,2017-02-11,11,6,17:41:24.151,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.44426,-79.940735,283.28351,6.6799998,291.74863,fused,17,2
12151,1486829294139,1486811294139,11,11:08:14 AM,2017-02-11,11,6,16:08:14.139,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443687,-79.939888,113.55469,1.27,291.48434,gps,17,1
12150,1486829288129,1486811288129,11,11:08:08 AM,2017-02-11,11,6,16:08:08.129,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.443775,-79.940147,115.66406,2.75,290.42023,fused,27,1
12149,1486829237172,1486811237172,11,11:07:17 AM,2017-02-11,11,6,16:07:17.172,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444023,-79.941315,146.25,4.3600001,288.87781,fused,6,1
12148,1486829221172,1486811221172,11,11:07:01 AM,2017-02-11,11,6,16:07:01.172,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444492,-79.942352,104.41406,12.77,286.6102,fused,6,2
12147,1486829219194,1486811219194,11,11:06:59 AM,2017-02-11,11,6,16:06:59.194,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444534,-79.942635,100.89844,10.38,284.86111,gps,6.5,2
12146,1486829207174,1486811207174,11,11:06:47 AM,2017-02-11,11,6,16:06:47.174,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444618,-79.943565,89.296875,5.73,281.42566,fused,6,2
12145,1486829196169,1486811196169,11,11:06:36 AM,2017-02-11,11,6,16:06:36.169,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444595,-79.944794,87.539063,13.77,278.29086,fused,6,2
12144,1486829191161,1486811191161,11,11:06:31 AM,2017-02-11,11,6,16:06:31.161,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444553,-79.945587,87.539063,13.24,275.57285,gps,6.5,2
12143,1486829188120,1486811188120,11,11:06:28 AM,2017-02-11,11,6,16:06:28.120,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444542,-79.94606,87.890625,12.69,274.33344,fused,6,2
12142,1486829179154,1486811179154,11,11:06:19 AM,2017-02-11,11,6,16:06:19.154,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.4445,-79.947365,86.835938,14.76,273.83624,fused,6,2
12141,1486829170104,1486811170104,11,11:06:10 AM,2017-02-11,11,6,16:06:10.104,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444447,-79.948631,124.80469,3.05,273.75024,fused,6,1
12140,1486829169142,1486811169142,11,11:06:09 AM,2017-02-11,11,6,16:06:09.142,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.444473,-79.948662,137.46094,3.6900001,274.18253,gps,6.5,1
12139,1486829158130,1486811158130,11,11:05:58 AM,2017-02-11,11,6,16:05:58.130,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.445347,-79.948822,175.42969,8.6300001,277.72696,fused,6,2
12138,1486829148126,1486811148126,11,11:05:48 AM,2017-02-11,11,6,16:05:48.126,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.446262,-79.948929,174.02344,12.78,278.79587,fused,6,2
12137,1486829144129,1486811144129,11,11:05:44 AM,2017-02-11,11,6,16:05:44.129,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.446716,-79.948982,170.85938,11.06,279.72888,gps,6.5,2
11361,1486767523719,1486749523719,17,5:58:43 PM,2017-02-10,10,5,22:58:43.719,2017-02-10,7d83e987-89ac-414a-a98d-51563cba516b,40.44241,-79.946121,208.125,.34,272.66858,fused,49,1
12136,1486829105159,1486811105159,11,11:05:05 AM,2017-02-11,11,6,16:05:05.159,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.447227,-79.949142,157.5,3.5599999,279.82181,fused,6,1
12135,1486829092144,1486811092144,11,11:04:52 AM,2017-02-11,11,6,16:04:52.144,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.448063,-79.949615,154.33594,10.19,280.99585,fused,6,2
12134,1486829083210,1486811083210,11,11:04:43 AM,2017-02-11,11,6,16:04:43.210,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.44883,-79.950134,156.44531,10.43,280.42462,gps,6.5,2
12133,1486829082208,1486811082208,11,11:04:42 AM,2017-02-11,11,6,16:04:42.208,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.448914,-79.950188,155.03906,10.54,280.16684,fused,6,2
12132,1486829071141,1486811071141,11,11:04:31 AM,2017-02-11,11,6,16:04:31.141,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.449802,-79.950706,149.76563,7.4200001,279.04398,fused,4,2
12131,1486829029197,1486811029197,11,11:03:49 AM,2017-02-11,11,6,16:03:49.197,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.45071,-79.951302,155.6273,11.28,281.0383,fused,4,2
11368,1486768182070,1486750182070,18,6:09:42 PM,2017-02-10,10,5,23:09:42.070,2017-02-10,7d83e987-89ac-414a-a98d-51563cba516b,40.444427,-79.947128,262.96875,1.28,272.30466,fused,8,1
11369,1486768184160,1486750184160,18,6:09:44 PM,2017-02-10,10,5,23:09:44.160,2017-02-10,7d83e987-89ac-414a-a98d-51563cba516b,40.444099,-79.948135,262.26563,1.0599999,253.86166,fused,27,1
12130,1486829027198,1486811027198,11,11:03:47 AM,2017-02-11,11,6,16:03:47.198,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.450882,-79.951401,155.6273,11.9,281.46542,gps,4,2
12129,1486829020161,1486811020161,11,11:03:40 AM,2017-02-11,11,6,16:03:40.161,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.451553,-79.951805,155.6273,11.48,285.21326,fused,4,2
12128,1486828940197,1486810940197,11,11:02:20 AM,2017-02-11,11,6,16:02:20.197,2017-02-11,7d83e987-89ac-414a-a98d-51563cba516b,40.452442,-79.952347,153.80786,7.2800002,284.27301,fused,4,2
