time_est,est_hour,weekday_est,movement,count
1487062785491,8,2,0,1
1487062785517,8,2,0,1
1486455033089,8,2,1,2
1487060451238,8,2,1,1
1485850955049,8,2,2,2
1486455230082,8,2,2,2
1485853393123,9,2,0,2
1485853402920,9,2,0,2
1485853443150,9,2,0,2
1485853693167,9,2,0,2
1485853743764,9,2,0,2
1485853993239,9,2,0,2
1485854044497,9,2,0,2
1485854293269,9,2,0,2
1485854345168,9,2,0,2
1485854593333,9,2,0,2
1485854645746,9,2,0,2
1485854893391,9,2,0,2
1485854946551,9,2,0,2
1485855193454,9,2,0,2
1485855247329,9,2,0,2
1485855493520,9,2,0,2
1485855548026,9,2,0,2
1485855793560,9,2,0,2
1485855848714,9,2,0,2
1485856093626,9,2,0,2
1485856149398,9,2,0,2
1485856393700,9,2,0,2
1485856450152,9,2,0,2
1485856693766,9,2,0,2
1485856750781,9,2,0,2
1486458235804,9,2,0,2
1486458362886,9,2,0,2
1486458363225,9,2,0,2
1486458505814,9,2,0,2
1486458663986,9,2,0,2
1486458775858,9,2,0,2
1486458964720,9,2,0,2
1486459045920,9,2,0,2
1486459265366,9,2,0,2
1486459315956,9,2,0,2
1486459566084,9,2,0,2
1486459856082,9,2,0,2
1486459866745,9,2,0,2
1486460126114,9,2,0,2
1486460167451,9,2,0,2
1486460396189,9,2,0,2
1486460468141,9,2,0,2
1486460666229,9,2,0,2
1486460768866,9,2,0,2
1486460936295,9,2,0,2
1486461069704,9,2,0,2
1486461206347,9,2,0,2
1486461370379,9,2,0,2
1486461476383,9,2,0,2
1487063086427,9,2,0,1
1487063092188,9,2,0,1
1487063092222,9,2,0,1
1487063386477,9,2,0,1
1487063386484,9,2,0,1
1487063392951,9,2,0,1
1487063392957,9,2,0,1
1487063686548,9,2,0,1
1487063693809,9,2,0,1
1487063986601,9,2,0,1
1487063994500,9,2,0,1
1487064286654,9,2,0,1
1487064295557,9,2,0,1
1487064557220,9,2,0,1
1487064596441,9,2,0,1
1487064857284,9,2,0,1
1487064857288,9,2,0,1
1487064897215,9,2,0,1
1487064897222,9,2,0,1
1487065157351,9,2,0,1
1487065157358,9,2,0,1
1487065167024,9,2,0,1
1487065167032,9,2,0,1
1487065198027,9,2,0,1
1487065198036,9,2,0,1
1487065457376,9,2,0,1
1487065498782,9,2,0,1
1487065757448,9,2,0,1
1487065757456,9,2,0,1
1487065799580,9,2,0,1
1487065799590,9,2,0,1
1487066057531,9,2,0,1
1487066057595,9,2,0,1
1487066100226,9,2,0,1
1487066100231,9,2,0,1
1487066357576,9,2,0,1
1487066357583,9,2,0,1
1485856984647,10,2,0,2
1485856985545,10,2,0,2
1485857051495,10,2,0,2
1485857284699,10,2,0,2
1485857352113,10,2,0,2
1485857584771,10,2,0,2
1485857652741,10,2,0,2
1485857884825,10,2,0,2
1485857953432,10,2,0,2
1485858184908,10,2,0,2
1485858254156,10,2,0,2
1485858484966,10,2,0,2
1485858555145,10,2,0,2
1485858555197,10,2,0,2
1485858785033,10,2,0,2
1485858855843,10,2,0,2
1485859085019,10,2,0,2
1485859156461,10,2,0,2
1485859492491,10,2,0,2
1485859493073,10,2,0,2
1485859493077,10,2,0,2
1485859493080,10,2,0,2
1485859493085,10,2,0,2
1485859793056,10,2,0,1
1485859793063,10,2,0,1
1485859793423,10,2,0,1
1485859793430,10,2,0,1
1485860076273,10,2,0,1
1485860213477,10,2,0,1
1485860213950,10,2,0,1
1485860213961,10,2,0,1
1485860266685,10,2,0,1
1485860267179,10,2,0,1
1485860343349,10,2,0,1
1485860343353,10,2,0,1
1485860343356,10,2,0,1
1485860343367,10,2,0,1
1485860375596,10,2,0,1
1485860382190,10,2,0,1
1485860382272,10,2,0,1
1486461670999,10,2,0,2
1486461746447,10,2,0,2
1486461971661,10,2,0,2
1486462016526,10,2,0,2
1486462272269,10,2,0,2
1486462556626,10,2,0,2
1486462572913,10,2,0,2
1486462826674,10,2,0,2
1486462873550,10,2,0,2
1486463096718,10,2,0,2
1486463174301,10,2,0,2
1486463366779,10,2,0,2
1486463475215,10,2,0,2
1486463475290,10,2,0,2
1486463475294,10,2,0,2
1486463584695,10,2,0,2
1486463584717,10,2,0,2
1486463584729,10,2,0,2
1486463584739,10,2,0,2
1486463980281,10,2,0,2
1486463980288,10,2,0,2
1486463989892,10,2,0,2
1486463990047,10,2,0,2
1486463990072,10,2,0,2
1486463990080,10,2,0,2
1486464280329,10,2,0,2
1486464280334,10,2,0,2
1486464290759,10,2,0,2
1486464290767,10,2,0,2
1486464730374,10,2,0,2
1486464730384,10,2,0,2
1486464734666,10,2,0,2
1486464734672,10,2,0,2
1486465030380,10,2,0,2
1486465030387,10,2,0,2
1486465035383,10,2,0,2
1486465035387,10,2,0,2
1487066400981,10,2,0,1
1487066400987,10,2,0,1
1487066657648,10,2,0,1
1487066657656,10,2,0,1
1487066701735,10,2,0,1
1487066701740,10,2,0,1
1487066957699,10,2,0,1
1487067002452,10,2,0,1
1487067257775,10,2,0,1
1487067261143,10,2,0,1
1487067303256,10,2,0,1
1487067565913,10,2,0,1
1487067565933,10,2,0,1
1487067604354,10,2,0,1
1487067604383,10,2,0,1
1487067857895,10,2,0,1
1487067857908,10,2,0,1
1487067905193,10,2,0,1
1487067905200,10,2,0,1
1487068157962,10,2,0,1
1487068157968,10,2,0,1
1487068206185,10,2,0,1
1487068206191,10,2,0,1
1487068458019,10,2,0,1
1487068458027,10,2,0,1
1487068506932,10,2,0,1
1487068506938,10,2,0,1
1487068758086,10,2,0,1
1487068758093,10,2,0,1
1487068807630,10,2,0,1
1487068807639,10,2,0,1
1487069058163,10,2,0,1
1487069108190,10,2,0,1
1487069358229,10,2,0,1
1487069408776,10,2,0,1
1487069658258,10,2,0,1
1487069709411,10,2,0,1
1487069958327,10,2,0,1
1485860460791,11,2,0,1
1485860460800,11,2,0,1
1485860461261,11,2,0,1
1485860461271,11,2,0,1
1485860680546,11,2,0,1
1485860680568,11,2,0,1
1485860680800,11,2,0,1
1485860680827,11,2,0,1
1485860714418,11,2,0,1
1485860714445,11,2,0,1
1485860715551,11,2,0,1
1485860883649,11,2,0,1
1485860883700,11,2,0,1
1485860883884,11,2,0,1
1485860883893,11,2,0,1
1485860975065,11,2,0,1
1485860975068,11,2,0,1
1485860979186,11,2,0,1
1485860979452,11,2,0,1
1485860979530,11,2,0,1
1485861401323,11,2,0,1
1485861401339,11,2,0,1
1485861408432,11,2,0,1
1485861408438,11,2,0,1
1485861701362,11,2,0,1
1485861701368,11,2,0,1
1485861709090,11,2,0,1
1485861709096,11,2,0,1
1485862001432,11,2,0,1
1485862001439,11,2,0,1
1485862009821,11,2,0,1
1485862009827,11,2,0,1
1485862301487,11,2,0,1
1485862301495,11,2,0,1
1485862561906,11,2,0,1
1485862561913,11,2,0,1
1485862601613,11,2,0,1
1485862601618,11,2,0,1
1485862862528,11,2,0,1
1485862862535,11,2,0,1
1485862901627,11,2,0,1
1485862901635,11,2,0,1
1485863163151,11,2,0,1
1485863163159,11,2,0,1
1486465669599,11,2,0,1
1486465669618,11,2,0,1
1486465679810,11,2,0,1
1486465679814,11,2,0,1
1486465969645,11,2,0,1
1486465969653,11,2,0,1
1486465980857,11,2,0,1
1486465980864,11,2,0,1
1486466269703,11,2,0,1
1486466269709,11,2,0,1
1486466281523,11,2,0,1
1486466281529,11,2,0,1
1486466526022,11,2,0,1
1486466787107,11,2,0,1
1486466787114,11,2,0,1
1486466831997,11,2,0,1
1486466832162,11,2,0,1
1486467135016,11,2,0,1
1486467135037,11,2,0,1
1486467144596,11,2,0,1
1486467144602,11,2,0,1
1486467166258,11,2,0,1
1486467166265,11,2,0,1
1486467435072,11,2,0,1
1486467435079,11,2,0,1
1486467466736,11,2,0,1
1486467466742,11,2,0,1
1486468035185,11,2,0,1
1486468035191,11,2,0,1
1486468067814,11,2,0,1
1486468067823,11,2,0,1
1486468335258,11,2,0,1
1486468335266,11,2,0,1
1486468368401,11,2,0,1
1486468368408,11,2,0,1
1486468635325,11,2,0,1
1486468635331,11,2,0,1
1486468668954,11,2,0,1
1486468668961,11,2,0,1
1487070010040,11,2,0,1
1487070258392,11,2,0,1
1487070310552,11,2,0,1
1487070925659,11,2,0,1
1487070925672,11,2,0,1
1487070932581,11,2,0,1
1487070932592,11,2,0,1
1487071032007,11,2,0,1
1487071188949,11,2,0,1
1487071189377,11,2,0,1
1487071219802,11,2,0,1
1487071281506,11,2,0,1
1487071641351,11,2,0,1
1487071641368,11,2,0,1
1487071643923,11,2,0,1
1487071643940,11,2,0,1
1487071690664,11,2,0,1
1487071690685,11,2,0,1
1487072100308,11,2,0,1
1487072100314,11,2,0,1
1487072101365,11,2,0,1
1487072101371,11,2,0,1
1487072400385,11,2,0,1
1487072400392,11,2,0,1
1487072401935,11,2,0,1
1487072401941,11,2,0,1
1487072700475,11,2,0,1
1487072700484,11,2,0,1
1487072702491,11,2,0,1
1487072702496,11,2,0,1
1487073000520,11,2,0,1
1487073000535,11,2,0,1
1487073003047,11,2,0,1
1487073003063,11,2,0,1
1487073300598,11,2,0,1
1487073300656,11,2,0,1
1487073303623,11,2,0,1
1487073303630,11,2,0,1
1487070625745,11,2,1,1
1487070626156,11,2,1,1
1487071695143,11,2,1,1
1487071700081,11,2,1,1
1486468935384,12,2,0,2
1486468935390,12,2,0,2
1486468969494,12,2,0,2
1486468969503,12,2,0,2
1486469235465,12,2,0,2
1486469235473,12,2,0,2
1486469270050,12,2,0,2
1486469270057,12,2,0,2
1486469535542,12,2,0,2
1486469535552,12,2,0,2
1486469570613,12,2,0,2
1486469570618,12,2,0,2
1486469835591,12,2,0,2
1486469835598,12,2,0,2
1486469871156,12,2,0,2
1486469871164,12,2,0,2
1486470135616,12,2,0,2
1486470135625,12,2,0,2
1486470171678,12,2,0,2
1486470171685,12,2,0,2
1486470435686,12,2,0,2
1486470435693,12,2,0,2
1486470472228,12,2,0,2
1486470472241,12,2,0,2
1486470735763,12,2,0,2
1486470735771,12,2,0,2
1486470772780,12,2,0,2
1486470772811,12,2,0,2
1486471035822,12,2,0,2
1486471035830,12,2,0,2
1486471073558,12,2,0,2
1486471073580,12,2,0,2
1486471073707,12,2,0,2
1486471073712,12,2,0,2
1486471335872,12,2,0,2
1486471335880,12,2,0,2
1486471374014,12,2,0,2
1486471374021,12,2,0,2
1486471863583,12,2,0,2
1486471863593,12,2,0,2
1486471871307,12,2,0,2
1486471871311,12,2,0,2
1486472163646,12,2,0,2
1486472163659,12,2,0,2
1486472171868,12,2,0,2
1486472171874,12,2,0,2
1487073600655,12,2,0,1
1487073600661,12,2,0,1
1487073604165,12,2,0,1
1487073604183,12,2,0,1
1487073900746,12,2,0,1
1487073900753,12,2,0,1
1487073904735,12,2,0,1
1487073904740,12,2,0,1
1487074200833,12,2,0,1
1487074200850,12,2,0,1
1487074205409,12,2,0,1
1487074205414,12,2,0,1
1487074500824,12,2,0,1
1487074500900,12,2,0,1
1487074505964,12,2,0,1
1487074505969,12,2,0,1
1487074800887,12,2,0,1
1487074800894,12,2,0,1
1487074806607,12,2,0,1
1487074806612,12,2,0,1
1487075100971,12,2,0,1
1487075101006,12,2,0,1
1487075107187,12,2,0,1
1487075107193,12,2,0,1
1487075401020,12,2,0,1
1487075401028,12,2,0,1
1487075407836,12,2,0,1
1487075407841,12,2,0,1
1487075701081,12,2,0,1
1487075701087,12,2,0,1
1487075708433,12,2,0,1
1487075708438,12,2,0,1
1487076001156,12,2,0,1
1487076001162,12,2,0,1
1487076009032,12,2,0,1
1487076009097,12,2,0,1
1487076301244,12,2,0,1
1487076301251,12,2,0,1
1487076309662,12,2,0,1
1487076309668,12,2,0,1
1487076593075,12,2,0,1
1487076593114,12,2,0,1
1487076610492,12,2,0,1
1487076610509,12,2,0,1
1487076892993,12,2,0,1
1487076892998,12,2,0,1
1487076911111,12,2,0,1
1487076911115,12,2,0,1
1487077193070,12,2,0,1
1487077193077,12,2,0,1
1485869152635,13,2,0,1
1485869152761,13,2,0,1
1485869163237,13,2,0,1
1485869163254,13,2,0,1
1485869163541,13,2,0,1
1485869163549,13,2,0,1
1485869163552,13,2,0,1
1485869165005,13,2,0,1
1485869165011,13,2,0,1
1485869207160,13,2,0,1
1485869207168,13,2,0,1
1485869220148,13,2,0,1
1485869220639,13,2,0,1
1485869220644,13,2,0,1
1485869265516,13,2,0,1
1485869477687,13,2,0,1
1485869477694,13,2,0,1
1485869478278,13,2,0,1
1485869478283,13,2,0,1
1485869524632,13,2,0,1
1485869525501,13,2,0,1
1485869584620,13,2,0,1
1485869586907,13,2,0,1
1485869587095,13,2,0,1
1485869601202,13,2,0,1
1485869601207,13,2,0,1
1485869647591,13,2,0,1
1485869647600,13,2,0,1
1485869648271,13,2,0,1
1485869648277,13,2,0,1
1485869648881,13,2,0,1
1485869671068,13,2,0,1
1485869671076,13,2,0,1
1485869755270,13,2,0,1
1485869755276,13,2,0,1
1485870335032,13,2,0,1
1485870335466,13,2,0,1
1485870398933,13,2,0,1
1485870435957,13,2,0,1
1485870690688,13,2,0,1
1485870736040,13,2,0,1
1485870764431,13,2,0,1
1485870991240,13,2,0,1
1485871036119,13,2,0,1
1486472463713,13,2,0,2
1486472463725,13,2,0,2
1486472472431,13,2,0,2
1486472472441,13,2,0,2
1486472763754,13,2,0,2
1486472763775,13,2,0,2
1486472773021,13,2,0,2
1486472773034,13,2,0,2
1486473063828,13,2,0,2
1486473063836,13,2,0,2
1486473073583,13,2,0,2
1486473073596,13,2,0,2
1486473363925,13,2,0,2
1486473363938,13,2,0,2
1486473374208,13,2,0,2
1486473374213,13,2,0,2
1486473663962,13,2,0,2
1486473663968,13,2,0,2
1486473674754,13,2,0,2
1486473674770,13,2,0,2
1486473973604,13,2,0,2
1486473973752,13,2,0,2
1486473973774,13,2,0,2
1486473973823,13,2,0,2
1486474128844,13,2,0,2
1486474128994,13,2,0,2
1486474165794,13,2,0,2
1486474166042,13,2,0,2
1486474166068,13,2,0,2
1486474214891,13,2,0,2
1486474363133,13,2,0,2
1486474363153,13,2,0,2
1486474368426,13,2,0,2
1486474368653,13,2,0,2
1486474369296,13,2,0,2
1486474369310,13,2,0,2
1486475099217,13,2,0,2
1486475099238,13,2,0,2
1486475101875,13,2,0,2
1486475101888,13,2,0,2
1486475399271,13,2,0,2
1486475399276,13,2,0,2
1486475402772,13,2,0,2
1486475402778,13,2,0,2
1486475699356,13,2,0,2
1486475699360,13,2,0,2
1486475703485,13,2,0,2
1486475703555,13,2,0,2
1486475999446,13,2,0,2
1486475999460,13,2,0,2
1487077211715,13,2,0,1
1487077211730,13,2,0,1
1487077493125,13,2,0,1
1487077493131,13,2,0,1
1487077512343,13,2,0,1
1487077512358,13,2,0,1
1487077793197,13,2,0,1
1487077793204,13,2,0,1
1487077812963,13,2,0,1
1487077812969,13,2,0,1
1487078093271,13,2,0,1
1487078093277,13,2,0,1
1487078113519,13,2,0,1
1487078113523,13,2,0,1
1487078393296,13,2,0,1
1487078393315,13,2,0,1
1487078396457,13,2,0,1
1487078396496,13,2,0,1
1487078414106,13,2,0,1
1487078414113,13,2,0,1
1487078693385,13,2,0,1
1487078693391,13,2,0,1
1487078714748,13,2,0,1
1487078714755,13,2,0,1
1487078934352,13,2,0,1
1487078934413,13,2,0,1
1487078934420,13,2,0,1
1487078934434,13,2,0,1
1487078934490,13,2,0,1
1487078934495,13,2,0,1
1487079055117,13,2,0,1
1487079186587,13,2,0,1
1487079186651,13,2,0,1
1487079186656,13,2,0,1
1487079210190,13,2,0,1
1487079399160,13,2,0,1
1487079399181,13,2,0,1
1487079409926,13,2,0,1
1487079409934,13,2,0,1
1487079510353,13,2,0,1
1487079510357,13,2,0,1
1487079660425,13,2,0,1
1487079660455,13,2,0,1
1487079710481,13,2,0,1
1487079710626,13,2,0,1
1487079810404,13,2,0,1
1487079810418,13,2,0,1
1487080011134,13,2,0,1
1487080011142,13,2,0,1
1487080444664,13,2,0,1
1487080444685,13,2,0,1
1487080455688,13,2,0,1
1487080455693,13,2,0,1
1487080744741,13,2,0,1
1487080744748,13,2,0,1
1487080756317,13,2,0,1
1487080756324,13,2,0,1
1485871291795,14,2,0,1
1485871336171,14,2,0,1
1485871592368,14,2,0,1
1485871636231,14,2,0,1
1485871892888,14,2,0,1
1485871936287,14,2,0,1
1485872193310,14,2,0,1
1485872236335,14,2,0,1
1485872493872,14,2,0,1
1485872536392,14,2,0,1
1485872794382,14,2,0,1
1485872836443,14,2,0,1
1485873094960,14,2,0,1
1485873136504,14,2,0,1
1485873395462,14,2,0,1
1485873436582,14,2,0,1
1485873557497,14,2,0,1
1485873953304,14,2,0,1
1485873959137,14,2,0,1
1485874253367,14,2,0,1
1485874259675,14,2,0,1
1485874553430,14,2,0,1
1485874560193,14,2,0,1
1486476004177,14,2,0,2
1486476004182,14,2,0,2
1486476299491,14,2,0,1
1486476299497,14,2,0,1
1486476305295,14,2,0,1
1486476305301,14,2,0,1
1486476599567,14,2,0,1
1486476599573,14,2,0,1
1486476606040,14,2,0,1
1486476606045,14,2,0,1
1486476899623,14,2,0,1
1486476899630,14,2,0,1
1486476906882,14,2,0,1
1486476906888,14,2,0,1
1486477199663,14,2,0,1
1486477199671,14,2,0,1
1486477207708,14,2,0,1
1486477207713,14,2,0,1
1486477499699,14,2,0,1
1486477499718,14,2,0,1
1486477508605,14,2,0,1
1486477508612,14,2,0,1
1486477772096,14,2,0,1
1486477772109,14,2,0,1
1486477783997,14,2,0,1
1486477784241,14,2,0,1
1486477796936,14,2,0,1
1486477796970,14,2,0,1
1486478123051,14,2,0,1
1486478123056,14,2,0,1
1486478128083,14,2,0,1
1486478128088,14,2,0,1
1486478294030,14,2,0,1
1486478294047,14,2,0,1
1486478294052,14,2,0,1
1486478294057,14,2,0,1
1486478306630,14,2,0,1
1486478306634,14,2,0,1
1486478306638,14,2,0,1
1486478306642,14,2,0,1
1486478306646,14,2,0,1
1486478347574,14,2,0,1
1486478347579,14,2,0,1
1486478390558,14,2,0,1
1486478390741,14,2,0,1
1486478390790,14,2,0,1
1486478390799,14,2,0,1
1486478448755,14,2,0,1
1486478448760,14,2,0,1
1486478448764,14,2,0,1
1486478475778,14,2,0,1
1486478475797,14,2,0,1
1486478493926,14,2,0,1
1486478493959,14,2,0,1
1486478493965,14,2,0,1
1486478524298,14,2,0,1
1486478524304,14,2,0,1
1486478524309,14,2,0,1
1486478554322,14,2,0,1
1486478554327,14,2,0,1
1486478554334,14,2,0,1
1486478644608,14,2,0,1
1486478644614,14,2,0,1
1486478644620,14,2,0,1
1486478691599,14,2,0,1
1486478691664,14,2,0,1
1486479202290,14,2,0,2
1486479202305,14,2,0,2
1486479209281,14,2,0,2
1486479209286,14,2,0,2
1486479503501,14,2,0,2
1486479503590,14,2,0,2
1486479514402,14,2,0,2
1486479514409,14,2,0,2
1486479555253,14,2,0,2
1486479555261,14,2,0,2
1486479555266,14,2,0,2
1486479555271,14,2,0,2
1486479591347,14,2,0,2
1486479591525,14,2,0,2
1486479591954,14,2,0,2
1486479592010,14,2,0,2
1487081044812,14,2,0,1
1487081044819,14,2,0,1
1487081056994,14,2,0,1
1487081056999,14,2,0,1
1487081338545,14,2,0,1
1487081338662,14,2,0,1
1487081357639,14,2,0,1
1487081357646,14,2,0,1
1487081637780,14,2,0,1
1487081637787,14,2,0,1
1487081658248,14,2,0,1
1487081658255,14,2,0,1
1487081937832,14,2,0,1
1487081937838,14,2,0,1
1487081958846,14,2,0,1
1487081958852,14,2,0,1
1487082237923,14,2,0,1
1487082237936,14,2,0,1
1487082259437,14,2,0,1
1487082259445,14,2,0,1
1487082537999,14,2,0,1
1487082538003,14,2,0,1
1487082560099,14,2,0,1
1487082560106,14,2,0,1
1487082634745,14,2,0,1
1487082634837,14,2,0,1
1487082634847,14,2,0,1
1487082634853,14,2,0,1
1487083003072,14,2,0,1
1487083003097,14,2,0,1
1487083003101,14,2,0,1
1487083003106,14,2,0,1
1487083023906,14,2,0,1
1487083024008,14,2,0,1
1487083030414,14,2,0,1
1487083030421,14,2,0,1
1487083360976,14,2,0,1
1487083360981,14,2,0,1
1487083405399,14,2,0,1
1487083405424,14,2,0,1
1487083661032,14,2,0,1
1487083661040,14,2,0,1
1487083706612,14,2,0,1
1487083706618,14,2,0,1
1487083961132,14,2,0,1
1487083961137,14,2,0,1
1487084007828,14,2,0,1
1487084007834,14,2,0,1
1487084261172,14,2,0,1
1487084261179,14,2,0,1
1487084308997,14,2,0,1
1487084309003,14,2,0,1
1485873561022,14,2,1,1
1485874853508,15,2,0,1
1485874860763,15,2,0,1
1485875153553,15,2,0,1
1485875161302,15,2,0,1
1485875453677,15,2,0,1
1485875461875,15,2,0,1
1485875753645,15,2,0,1
1485875762420,15,2,0,1
1485875857978,15,2,0,1
1485875858003,15,2,0,1
1485875858007,15,2,0,1
1485875860769,15,2,0,1
1485875860774,15,2,0,1
1485876278716,15,2,0,1
1485876278722,15,2,0,1
1485876419511,15,2,0,1
1485876419517,15,2,0,1
1485876589364,15,2,0,1
1485876610796,15,2,0,1
1485876610802,15,2,0,1
1485876610808,15,2,0,1
1485878234218,15,2,0,1
1485878236367,15,2,0,1
1485878236590,15,2,0,1
1485878240926,15,2,0,1
1485878290122,15,2,0,1
1485878290146,15,2,0,1
1485878369578,15,2,0,1
1485878369652,15,2,0,1
1485878369879,15,2,0,1
1485878369885,15,2,0,1
1486479811176,15,2,0,2
1486479811187,15,2,0,2
1486479891436,15,2,0,2
1486479891491,15,2,0,2
1486480111876,15,2,0,2
1486480111966,15,2,0,2
1486480161177,15,2,0,2
1486480161180,15,2,0,2
1486480168669,15,2,0,2
1486480168809,15,2,0,2
1486480168821,15,2,0,2
1486480168847,15,2,0,2
1486480281434,15,2,0,2
1486480281439,15,2,0,2
1486480323489,15,2,0,2
1486480323499,15,2,0,2
1486480323503,15,2,0,2
1486480323507,15,2,0,2
1486480412137,15,2,0,2
1486480412148,15,2,0,2
1486480412418,15,2,0,2
1486480412425,15,2,0,2
1486480623586,15,2,0,2
1486480623593,15,2,0,2
1486480712889,15,2,0,2
1486480712895,15,2,0,2
1486480712964,15,2,0,2
1486480712974,15,2,0,2
1486480923645,15,2,0,2
1486480923652,15,2,0,2
1486481013596,15,2,0,2
1486481013619,15,2,0,2
1486481224383,15,2,0,2
1486481224469,15,2,0,2
1486481314221,15,2,0,2
1486481314232,15,2,0,2
1486481338094,15,2,0,2
1486481338274,15,2,0,2
1486481338281,15,2,0,2
1486481343010,15,2,0,2
1486481523031,15,2,0,2
1486481523036,15,2,0,2
1486481537887,15,2,0,2
1486481537928,15,2,0,2
1486481625396,15,2,0,2
1486481625522,15,2,0,2
1486481625590,15,2,0,2
1486481625711,15,2,0,2
1486481868978,15,2,0,2
1486481868985,15,2,0,2
1486481877258,15,2,0,2
1486481877264,15,2,0,2
1486481937728,15,2,0,2
1486482044594,15,2,0,2
1486482044604,15,2,0,2
1486482074347,15,2,0,2
1486482074385,15,2,0,2
1486482241100,15,2,0,2
1486482296840,15,2,0,2
1486482297077,15,2,0,2
1486482303366,15,2,0,2
1486482303485,15,2,0,2
1486482531040,15,2,0,2
1486482531053,15,2,0,2
1486482531059,15,2,0,2
1486482547777,15,2,0,2
1486482548871,15,2,0,2
1486482989040,15,2,0,2
1486483066154,15,2,0,2
1486483072786,15,2,0,2
1486483079415,15,2,0,2
1486483174448,15,2,0,2
1486483182150,15,2,0,2
1486483188741,15,2,0,2
1487084561238,15,2,0,1
1487084561245,15,2,0,1
1487084610193,15,2,0,1
1487084610220,15,2,0,1
1487084861253,15,2,0,1
1487084861261,15,2,0,1
1487084911362,15,2,0,1
1487084911368,15,2,0,1
1487085161358,15,2,0,1
1487085161366,15,2,0,1
1487085212623,15,2,0,1
1487085212628,15,2,0,1
1487085378788,15,2,0,1
1487085499777,15,2,0,1
1487085499789,15,2,0,1
1487085499798,15,2,0,1
1487085499804,15,2,0,1
1487085598330,15,2,0,1
1487085672457,15,2,0,1
1487085705792,15,2,0,1
1487085821754,15,2,0,1
1487085863348,15,2,0,1
1487085959715,15,2,0,1
1487085959727,15,2,0,1
1487085959734,15,2,0,1
1487085964903,15,2,0,1
1487085964972,15,2,0,1
1487086308953,15,2,0,1
1487086308969,15,2,0,1
1487086308974,15,2,0,1
1487086319859,15,2,0,1
1487086319870,15,2,0,1
1487086319874,15,2,0,1
1487086319879,15,2,0,1
1487086319885,15,2,0,1
1487086336191,15,2,0,1
1487086336201,15,2,0,1
1487086385560,15,2,0,1
1487086385600,15,2,0,1
1487086385610,15,2,0,1
1487086433433,15,2,0,1
1487086434130,15,2,0,1
1487086438368,15,2,0,1
1487086438394,15,2,0,1
1487086543042,15,2,0,1
1487087005918,15,2,0,1
1487087047348,15,2,0,1
1487087047754,15,2,0,1
1487087047933,15,2,0,1
1487087047948,15,2,0,1
1487087090569,15,2,0,1
1487087132087,15,2,0,1
1487087138615,15,2,0,1
1487087145297,15,2,0,1
1487087238276,15,2,0,1
1487087289194,15,2,0,1
1487087305079,15,2,0,1
1487087350737,15,2,0,1
1487087418598,15,2,0,1
1487087425259,15,2,0,1
1487087445132,15,2,0,1
1487087458318,15,2,0,1
1487087471640,15,2,0,1
1487087471646,15,2,0,1
1487087498063,15,2,0,1
1487087511466,15,2,0,1
1487087511472,15,2,0,1
1487087655328,15,2,0,1
1487087707845,15,2,0,1
1487087818887,15,2,0,1
1485875936107,15,2,1,1
1485876521161,15,2,1,1
1485876643159,15,2,1,1
1485876643191,15,2,1,1
1485876644276,15,2,1,1
1485876644326,15,2,1,1
1486482083547,15,2,1,2
1486482083581,15,2,1,2
1486482549008,15,2,1,2
1486482549161,15,2,1,2
1487086971440,15,2,2,1
1487087005811,15,2,2,1
1487087005865,15,2,2,1
1485878471589,16,2,0,1
1485878471595,16,2,0,1
1485878471599,16,2,0,1
1485878471861,16,2,0,1
1485878471877,16,2,0,1
1485878771712,16,2,0,1
1485878771719,16,2,0,1
1485878772579,16,2,0,1
1485878772704,16,2,0,1
1485879166345,16,2,0,1
1485879166365,16,2,0,1
1485879166571,16,2,0,1
1485879166574,16,2,0,1
1485879171194,16,2,0,1
1485879171203,16,2,0,1
1485880457028,16,2,0,1
1485880457044,16,2,0,1
1485880457052,16,2,0,1
1485880527125,16,2,0,1
1485880527132,16,2,0,1
1485881057207,16,2,0,1
1485881057215,16,2,0,1
1485881059883,16,2,0,1
1485881059890,16,2,0,1
1485881253361,16,2,0,1
1485881253368,16,2,0,1
1485881406923,16,2,0,1
1485881406933,16,2,0,1
1485881406938,16,2,0,1
1485881406944,16,2,0,1
1485881491544,16,2,0,1
1485881491552,16,2,0,1
1485881707009,16,2,0,1
1485881707013,16,2,0,1
1485881746251,16,2,0,1
1485881746254,16,2,0,1
1485881752346,16,2,0,1
1485881752361,16,2,0,1
1486483326606,16,2,0,2
1486483326654,16,2,0,2
1486483326660,16,2,0,2
1486483327384,16,2,0,2
1486483327593,16,2,0,2
1486483372672,16,2,0,2
1486483386034,16,2,0,2
1486483413264,16,2,0,2
1486483504584,16,2,0,2
1486483517723,16,2,0,2
1486483537400,16,2,0,2
1486483537405,16,2,0,2
1486483543892,16,2,0,2
1486483589041,16,2,0,2
1486483598846,16,2,0,2
1486483660269,16,2,0,2
1486483693509,16,2,0,2
1486483743215,16,2,0,2
1486483756990,16,2,0,2
1486483786217,16,2,0,2
1486483793061,16,2,0,2
1486483833798,16,2,0,2
1486483920474,16,2,0,2
1486483950878,16,2,0,2
1486483950885,16,2,0,2
1486483976825,16,2,0,2
1486483996524,16,2,0,2
1486483996529,16,2,0,2
1486484009578,16,2,0,2
1486484022533,16,2,0,2
1486484022536,16,2,0,2
1486484035605,16,2,0,2
1486484197637,16,2,0,2
1486484846336,16,2,0,2
1486484846353,16,2,0,2
